LINE,END_WORD
And I don't ever wanna come down,down
I wanna see what's up there,there
Actin' like I got it all figured out,out
Must be better than the hell on the ground,ground
It's freezin' fuckin' cold in the dead of night,night
"And I'ma drop the top with no Rogaine (skrrt, skrrt, skrrt)",skrrt
And now might sound irrelevant but I prefer to stack my chips,chips
When everything fallin' (backwoods),backwoods
And I ain't religious but I look into the sky,sky
And pray to anyone holy,holy
I been drinkin' way too much and man I got the blues,blues
Because my baby don't hold me,me
I just came down from the high of my life,life
"I just, I just came down from the high of my life",life
"See us popping champagne, we could do it all night",night
"And if everything gone bad, we gon' make it alright",alright
How you expecting awards when you ain't put in work?,work
"And I just got off the phone, yeah, with my realtor",realtor
"And I've been eating so good that, bitch, my belly broke",broke
"And I might cop that Mulsanne cause, bitch, that Bentley talk",talk
Put that sauce on that bitch real quick,quick
Put that ice on that wrist real slick,slick
"Girl, I know you know my wallet's real thick",thick
"And I'm wonderin', wonderin' what you're drinking",drinking
"We don't fucking fuck with y'all, do we?",we
"We don't gotta stunt on y'all, do we?",we
Bring that money back to yours truly,truly
"When I'm rocking all my goddamn jewelry, yeah",yeah
"Hey, I just hopped out the foreign, looking so pretty, yeah",yeah
"And yeah, that watch on my arm look like a trillion",trillion
"You know that White Iverson, no, keep that jewelry tucked",tucked
"And I just bought out my brain, I feel like Bubba Chuck",chuck
"Girl, I'm zoned out, I feel my Xans",xans
Ain't nobody understand,understand
"It's you and I, go and call your friends",friends
Let's get a lot of kerosene,kerosene
You gon' ride that bump-and-grind,bumpandgrind
"Yeah, let me see that double-time",doubletime
"You ain't gotta tell them hoes because they know, yeah",yeah
When I'm rocking all my God damn jewelry,jewelry
"Tell me, who do you call?",call
When the night gets long,long
And you're sitting by the phone,phone
'Cause all those drugs wore off,off
"She said, ""Love me,"" so I love her",her
"She said, ""Leave me,"" so I left",left
Then I went to California,california
And I ain't never comin' back,back
I gotta high five from a brother,brother
I got bloodstains on the bed,bed
And I ain't sayin' that I love her,her
But this bitch is gonna drive me mad,mad
I said this bitch is gonna drive me mad,mad
You got just what I been looking for,for
But you can't bring yourself to say no,no
And I ain't never gonna let you go,go
"I kept wishing I would die, oh",oh
The whole plane ride home,home
And I wish I could,could
I know I should leave you alone,alone
I worship since I met you,you
I fell down to my knees,knees
And when no one would accept ya,ya
Throw myself up on a cross and bleed,bleed
I seen a dark cloud coming over,over
I seen some evil shit in her head,head
But she rode me like no other,other
And I've been looking for someone to put up with my bullshit,bullshit
I can't even leave my bedroom so I keep pouring,pouring
"And I ain't seen a light of day since, well that's not important",important
It's been long,long
"And I was feeling Whitney, me and my homies sip Houston",houston
"Cars and clothes, thought I was winning",winning
You knew I was losing,losing
"You told me to wake up, oh my clock always stays on snooze",snooze
And I'm done,done
To each their own and find peace in knowing,knowing
"Ain't always broken, but here's to hoping",hoping
"Show no emotion, against your coding",coding
And just act as hard as you can,can
You don't need a friend,friend
"Boy, you're the man",man
"Ooh, ooh, ooh, ooh, ooh, ooh-ooh",oohooh
"Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh",ooh
And I've been looking for someone that I can buy my drugs from,from
"It seems like every plug ran east to Utah, became Mormons Drought comes around, feels like I have no one to depend on",on
"Sober, ugh",ugh
"I had 80 beers on Tuesday night, I had nothing to do with it",it
I put on a little Dwight and sang a happy tune,tune
"And lit a cigarette, stepped out the door, had an appearance",appearance
Drank more,more
Diamonds in my chain gold,gold
Every 20 minutes change clothes,clothes
I had a mil before the label,label
"Just as long as they know, money made me do it",it
I said rest in peace to Bankroll,bankroll
You in a better place dog,dog
You won't ever see me lay low,low
"Start the engine watch me take off, money made me do it",it
"I said, yeah, I said money made me do it",it
"Watch me, yeah, I said money made me do it",it
Take a ride when we wake up,up
Hit the gas melt your face off,off
Spend the day counting cake up,up
With a dime who think I changed up,up
I took the Lincoln down Rodeo,rodeo
Ran through it like some Drain-o,draino
Lots of bags can't complain though,though
We was shopping until they closed,closed
Why did I do that? Did I do that? Ooh yeah,yeah
"New whip now I can pay my rent, ooh yeah",yeah
Got a bandana round my neck,neck
Like Bankroll Fresh,fresh
Pocket full of street money,money
Bout to count my blessing,blessing
"One hundred, one thousand",thousand
"We smoke, we lay up, we rap",rap
We talked about a vision (switch it up),up
"I got diamonds like a rainbow, every time I change clothes",clothes
Shawty fucked my friend but I act like I ain't know,know
"I'ma buy a rain coat, the storm might approach you",you
Clown like your daddy met your mom at a circus,circus
"I do on purpose, do it for the neighborhood",neighborhood
"Smoking on that Meagan Good, with my niggas when I do it",it
"Got that leather and that wood, got the marble on the floor",floor
Got the burglar bars on the door at the bando,bando
Never know when someone comes and tries to take my life,life
I've been sleepin' with the .45 like every night,night
In the whip I pray to God I don't see flashin' lights,lights
"God damn, they right behind me",me
And I wake up everyday,everyday
I wake up every day,day
With this anxiety,anxiety
And they know where I stay,stay
"Got ""Malone"" on my plates",plates
And they followin' me,me
Two hundred bands under the floor of the kitchen,kitchen
A little more up in the walls and the ceilin',ceiling
Even family and friends started switchin',switching
"Ever since I got that check, seen 'em itchin'",itching
"Eyes open, I see you, I'm watchin' you, yeah",yeah
"More people wanna be, you don't trust no one",one
Tell me why I can get no relief,relief
Wonderin' when they'll come for me,me
A paranoid man makes paranoid plans,plans
"I'll do what I can, but it's out of my hands",hands
Strugglin' just to find my peace,peace
Sometimes feel like I got no friends,friends
"Can't trust a soul, like I'm Snowden",snowden
"Right by the bed, keep it loaded",loaded
Lord have mercy if they broke in,in
"I don't ever sleep, yeah, I'm wide awake",awake
If you try to pull up to my place,place
Beam is gonna hit you a mile away,away
"I promise, one of us gonna die today",today
Helicopters in the sky,sky
"No, he can't escape the eyes",eyes
Politicians and the lies,lies
"Tell me, what's the point in pickin' sides?",sides
Tell me why I can get no relief (I can't get no sleep),sleep
"Ayy, mind is runnin' all day",day
"Cost me more than money and I'm payin' the price, yeah",yeah
I ain't goin' nowhere,nowhere
"Killin' myself so I can make me a life, yeah",yeah
"Minute after minute, never had a limit",limit
"Woke up every mornin', knew that I just had to get it",it
"Windows always tinted, you ain't lookin' in it",it
"Either way, I know they'll come for me again",again
"Man, my life so sweet, I feel like Cody (Cody)",cody
"I wake up, I rinse my mouth up with fuckin' codeine (codeine)",codeine
"Thirty bottles, yeah the bill is on me (on me)",me
Been livin' fast so I can't take it slowly (slowly),slowly
"Man, my life so sweet, I feel like codeine (codeine)",codeine
"I wake up, I rinse my mouth up with codeine (codeine)",codeine
"We on a bender, we ain't gettin' no sleep (no sleep)",sleep
We turned the hotel lobby to a party,party
I'm whippin' a fo' and I can't whip no Beetle,beetle
I rock that Saint Laurent over my beater,beater
I like to stunt like I'm Evel Knievel (ooh),ooh
But it don't mean nothing without all my people,people
"When I step up on stage, hands up to the sky",sky
"Every little thing I do, they always analyze",analyze
Gave that bitch a little blow and then she come alive,alive
Started dancing on the table like she had on mine,mine
I don't fuck with nobody,nobody
Yeah you already know me,me
"What you take me for, no, I can't save you soul",soul
Please just leave me alone,alone
Made a hundred bands so all your hands out,out
"No my friend, can't do no handouts",handouts
"All these raps, they sound the same now",now
"Sayin' I'm to blame, don't y'all see me?",me
On the TV,tv
Multimillionaire by the time I'm 23,23
"Gettin' no sleep, ragin' for a week",week
I hit number one and I ain't even hit my peak,peak
I just had to tell you,you
"We ain't sleepin', we ain't sleepin', we ain't",aint
"We ain't sleepin', we ain't sleepin' tonight",tonight
"We ain't sleepin', we ain't sleepin', no way",way
Pour that drink 'cause we ain't sleepin' tonight,tonight
"Drinkin' all night, but we ain't done yet (yet)",yet
"Waitin' on the plug, but he ain't come yet (yet)",yet
Still need somethin'? Put your bank on it (bank on it),it
Got a big bag with a Bape on it (big bag),bag
Party ain't over if they say somethin' (say somethin'),something
No sleep 'til I've seen three suns (three suns),suns
Party gon' end with a threesome (threesome),threesome
"Raw dog, prolly have three sons",sons
"Chasin' the Perc' with somebody, that shit never lets me down (uhm)",uhm
"They go to work for some money, we make it from actin' out (uhm)",uhm
"Grrrrrah, we takin' shots right now (shots right now)",now
"Grrrrrah, yeah, we takin' shots right now (shots)",shots
See me in a 'Rari goin' vroom-vroom (skrrt skrrt),skrrt
Sexy motherfucker in a cartoon,cartoon
"Saint Laurent, 40, on a new suit",suit
"Sippin' Bud Light, that's a new cruise",cruise
"Baby, bust it open like woo-hoo",woohoo
The diamonds got cut like a boo-boo,booboo
"Pockets so fat, rock a muu-muu",muumuu
Me and Dre came for the pum pum,pum
"Drippin', drippin', drippin', women tryna take my millions",millions
Help my bro with Hannah since I'm Jason Williams,williams
"Heard that there's a party, I might pay a visit (visit)",visit
"That's a moment, hopped out frog like ribbit, ribbit (skrrt)",skrrt
"Drunk when I walked in the door, so fuckin' high like, ""Hello""",hello
"I told her pour me some more, then she went right for the blow (the blow)",blow
"30 more girls wanna roll, let's get this bitch on the road (on the road)",road
"Already losin' control, this is the life that we chose",chose
"Raw dog, prolly have three sons (three sons)",sons
"Frontin' on me, but you love it (love it)",it
Tryna act like you above it ('bove it),it
Everybody know you wanna rub it (rub it),it
Have you ever done it in public?,public
"Sippin' all night, let it rotate",rotate
"Baby, just for the night, you my soulmate",soulmate
Mixin' vodka with the champagne,champagne
Tell me how much liquor can a man take,take
How many records have I sold?,sold
"I don't even know, can't keep count (nope)",nope
You know that I've been on a roll,roll
Celebratin' life when I come around (come around),around
"Sippin' all night, sippin' all day",day
Brought the beerbong out like a tailgate,tailgate
Holdin' big words that I can't say,say
"Got me speakin' drunkanese, can you translate?",translate
Wasted on Sunday,sunday
Erase you on Monday,monday
"Allergic, allergic",allergic
Gave in by Friday,friday
Went straight back to sideways,sideways
I took your pills and your drugs,drugs
Just to feel something else,else
'Cause I can't feel you no more,more
So sad but true,TRUE
Friends with all my demons,demons
The only one who sees them,them
Too bad for you,you
Give a hundred million reasons,reasons
But why could you believe them?,them
Yeah we fight and we fuck,fuck
Until we open the cuts,cuts
And now we're soberin' up,up
But never sober enough,enough
Instead of holdin' me down,down
You're only holdin' me up,up
It shouldn't be so hard,hard
This is impossible love,love
"Said you needed a ride, but you wanted my car",car
"Without that face, girl, you wouldn't get far",far
"I really like you, despite who you are (Who you are)",are
"You see me on TV, you know I'm a star",star
"You say you don't know me, but I know that's false",FALSE
"I'll pay the price, girl, whatever that cost (What it cost)",cost
You make my life so hard,hard
But that's what gets me off,off
"I had a thousand bad times, so what's another time to me? (What's that to me?)",me
"You tried to blow my house down, but what's another house to me? (What's that to me?)",me
'Cause I can take anything that you give me (That you give),give
"It's gonna take a lot more to kill me, bitch",bitch
"So thank you for the grave, I needed me a place to sleep (Place to sleep)",sleep
And I don't wanna meet your mama (No),no
She pro'lly crazier than you (She pro'lly crazier than you),you
I'm gonna need some thicker armor (Armor),armor
To spend another night with you (And on and on and on),on
"Baby, I know just what to do",do
"Every time you fuck me over, I come back to you",you
"Baby, I don't wanna know the truth (Know the truth)",truth
I ignore them when they tell me all the shit you do (Shit you do),do
"I always get my heart broke, like I needed the practice",practice
Foot on my throat 'til my world is collapsing,collapsing
"Now this what I chose, it's the law of attraction, yeah (And on and on and on)",on
Now you make my life so hard,hard
"I should get out, but I still want more",more
"I should get out, what am I waiting for?",for
It's all the same to me,me
It's all a game to me,me
It's all the same,same
"We go there, oh",oh
We couldn't turn around till we were upside down,down
"I'll be the bad guy now, but know I ain't too proud",proud
I couldn't be there even when I try,try
"You don't believe it, we do this every time",time
Seasons change and our love went cold,cold
Feed the flame 'cause we can't let go,go
"Run away, but we're running in circles",circles
"Run away, run away",away
I dare you to do something,something
"I'm waiting on you again, so I don't take the blame",blame
"Run away, run away, run away",away
"Let go, I got a feeling that it's time to let go",go
"I said so, I knew that this was doomed from the get-go",getgo
"You thought that it was special, special",special
"But it was just the sex though, the sex though",though
And I still hear the echoes (The echoes),echoes
"I got a feeling that it's time to let it go, let it go",go
Maybe you don't understand what I'm going through,through
"It's only me, what you got to lose?",lose
"Make up your mind, tell me, what are you gonna do?",do
"It's only me, let it go",go
"Said you'd take a bullet, told me you would die for me",me
I had a really bad feeling you'd been lying to me,me
"We were on the low, but you were getting high with me",me
"When it's past 11, that's a different side, I see",see
"Said you'd die for me, you'd die for me, you'd die for me",me
"But you lied to me, you lied to me, you lied to me",me
"It was love at first sight, felt like you were chosen",chosen
"But that blood in your veins, yeah, I know it's frozen (It's so cold)",cold
"Got no patience no more, been waiting too long",long
You hid that shit away and I was the last one to know,know
"Bitch, aye, I heard you comin' in I was lying there, awake",awake
"Didn't know that it was you, got the gun right out the safe (Damn)",damn
Remember when you got my ass arrested? (Wow),wow
"At least when I was in jail, I got some rest in",in
"Ooh, I surrender, time to forget you",you
"I'm too tired to forgive you, it's too hard on my liver",liver
And you know it's all over now,now
"All your friends, you know, they sold you out",out
"Said you'd take a bullet, told me you would die for me (Die for me)",me
I had a really bad feeling you'd been lying to me (Lying to me),me
We were on the low but you were getting high with me (High with me),me
"Said you'd die for me, you'd die for me, you'd die for me (Die, die)",die
"But you lied to me, you lied to me, you lied to me (Lie, lie, lie, lie)",lie
"Said you'd die for me, you'd die for me, you'd die for me (Die, die, die)",die
"But you lied to me, you lied to me, you lied to me, yeah",yeah
"It was a V.I.P., happened to be one of my best nights",nights
"9 A.M., I came from out the club, it was daylight (Daylight)",daylight
"Got a bad girl, I was treatin' her too nice (I was treating her too nice)",nice
"Caught you bein' vulnerable, that ain't what I need (That ain't what I need)",need
"You just sold your soul, girl, quit cryin' (Sold your soul)",soul
"From your passport, it looks like you lyin' (You know you cold)",cold
"You broken down by your past, don't deny it (You know I know)",know
"Your ex called, you was vulnerable, you was flyin', nah (Flyin')",flying
"Wasn't on the best of terms, girl, I was tryin' (I was tryin')",trying
I did everything to reach out to you (I was reachin' out),out
Said you never had me caught up in no drama (No drama),drama
I done ran into my karma (I done ran into),into
I had a really bad feeling you been lying to me,me
We've been on the low but you been getting high with me,me
"Settle down, I'll spell it out, it's simple enough",enough
"I came around, I figured out, should follow my gut",gut
"I don't play anymore, I went through your phone",phone
And called the girls in your DMs and took all them home,home
And I know it's been a while since the last time you heard from me,me
Grew into a savage and that's why they gave this verse to me,me
"Turns out it shows, 'cause they turn out at shows",shows
I sold fifteen million copies of a break-up note,note
Brought some strangers in our bed so now you lost your right to privacy,privacy
Spilling all our secrets when you thought they'd probably die with me,me
Know you fuckin' love it on the low,low
"And you don't have to say I'm crazy, 'cause I know",know
"Nothing's changed, though",though
"When it's past 11, that's a different side I see",see
'Cause they ain't never seein' me fold under pressure,pressure
"They ain't ever, ever seen me fold, not never",never
"Always keep one up on 'em, 'cause I'm too clever",clever
"I will never, ever sell my soul not never",never
"'Cause I been on the road, been on the road, I",i
Quit actin' like you been with me this whole time,time
"Yeah, they bet I'ma fall",fall
"And I'm only 24, but bitch, I been through it all",all
"I got so many hits, can't remember them all",all
"While I'm takin' a shit, look at the plaques on the wall",wall
"Y'all just sit back, get your kick back",back
"Keep on actin' like you did that, got no respect",respect
"For nobody who's just fake in life, aye, aye",aye
You ain't really who you say you are,are
"So pick up the pace, there ain't no slowing me up",up
"Get the fuck out my face, can you stop blowing me up?",up
"'Cause my time is expensive, one mil a set list",list
"Bought a new car 'fore you woke up for breakfast, yeah",yeah
"Yeah, where you been?",been
When it was time to do some work and put it in,in
"I just be laughin' when I see 'em, look at them",them
Leave when I lose and pop back up as soon as I win,win
You ain't my day one and I know you not my friend,friend
So I can't judge you when you do some phony shit and just pretend,pretend
"Like you really down with me, because bein' loyal starts within",within
I seen that money overpower that love and turn it thin,thin
"But it ain't stop me, I just kept goin' up, took it on the chin",chin
"I wish every time they said I would fold, I'd make an M",m
"Fuck around be as rich as Jeff Bezos, say it again",again
"Never lose, I go overtime on 'em, stay in that gym, let's get it",it
I'm tired of bein' tired,tired
"This my last shot, you can't be mad, at least I tried",tried
"We supposed to be grown, but yet, you still actin' childish",childish
"I can get on the jet alone, I don't need no extra baggage",baggage
"This year turned into a savage, I got baguettes in my necklace",necklace
Driving fast and I won't crash it and I'm supposed to be sober,sober
"But some kind of way, I just keep getting loaded",loaded
It's gonna take more than some pressure to fold me,me
"Tried as hard as I can, but at this point it's outta my hands",hands
I ain't runnin' out of these bands for nothin' or no one,one
"She say I'm a dog, but it takes one to know one",one
"Been goin' hard, been by myself, I don't need no love",love
I feel you crumble in my arms down to your heart of stone,stone
You bled me dry just like the tears you never show,show
Why don't you take what you want from me?,me
Take what you need from me,me
Take what you want and go,go
I never needed anything from you,you
And all I ever asked was for the truth,truth
You showed your tongue and it was forked in two,two
"Your venom was lethal, I almost believed you",you
"Yeah, you preyed on my every mistake",mistake
Waited on me to break,break
Held me under hoping I would drown,drown
"Like a plague, I was wasting away, tryna find my way out",out
Find my way out,out
And it finally came the day,day
I start giving my heart away,away
"For heaven's sakes, my bones will break",break
"But you'll never own my soul, no",no
"I took them stones you threw, made chains for the crew (Ice)",ice
"I brought up ten hoes, this coupe only made for two (Yessir)",yessir
"They all ran through it, it ain't nothing left to do",do
I need some more reasons to live out this evening (Straight up),up
I been sipping forever and just taking whatever,whatever
"Hoping, thinking whenever you'll be back around",around
"Let's go our ways, whichever",whichever
You say how is however long,long
'Cause you know I'll never be alone,alone
Shorty gone back,back
Need it on sight,sight
Crack it all back,back
Give her that pipe,pipe
All of my gang,gang
Shorty went bad,bad
Why don't you,you
Whatever you need,need
"Pop the top, fill my cup up, yeah",yeah
"Keep 'em pourin' 'til I'm fucked up, oh yeah",yeah
"Diamond Simon with my shirt tucked, yeah",yeah
"Mink was 80K, that's fucked up, oh yeah",yeah
"Hey, I rock that shit, but not for long",long
Then I go cop another one,one
Some people think I'm living wrong,wrong
"We live this life, but not for long",long
"So I'm gonna be what I want, what I want, what I want, yeah",yeah
"I'm gonna do what I want, when I want, when I want, yeah",yeah
"I'm goin' hard 'til I'm gone, 'til I'm gone, 'til I'm gone, yeah",yeah
Can you feel it? Can you feel it?,it
"I'm gonna be what I want, what I want, what I want, yeah",yeah
"Hey, why you so mad?",mad
Never look back,back
"Can't let up the gas, we moving so fast, yeah, let's make it last",last
"Yeah, I'm on to you, mmm, mmm",mmm
"You're too comfortable, aye",aye
"Who you talkin' to? Mmm, mmm",mmm
"Ain't no time for you, aye",aye
"I do what I want, Tom Ford on a yacht (Ooh)",ooh
"Richard Mille my watch, thousand dollar Crocs",crocs
They tryna tell me that it's luck,luck
You probably think I made it up,up
"I got it all, it ain't enough",enough
But I'm still gonna run it up,up
"Ever since I got a taste, I been goin",goin
"Every chip out on the table, bitch, I'm all in",in
"Aye, I'm gonna be",be
"Bitch, I'm gonna be",be
"I'm gonna be what I want, what I want, what I want, yeah (God damn, God damn)",damn
I know you got a lot of shit you like to say,say
"Slow it down, think you're getting a little carried away",away
You're too close to the flame,flame
But you don't wanna turn around,around
Like you got me figured out,out
But girl what I can promise is I let you down,down
"So don't put up a fight, you'll get lost in the light",light
"If you keep staring at the Sun, you won't see",see
"What you have become, this can't be",be
Everything you thought it was,was
"Blinded by the thought of us, so",so
Give me a chance I will fuck up again,again
I warned you in advance,advance
But you just keep on staring at the Sun,sun
I know I got a lot of shit going on with me,me
Now we're free to loving anyone other than me,me
I try to rewind I reminded that time don't wait for nobody,nobody
"Can't get too close, no, let it go",go
'Cause I can count on you to let me down,down
"I won't put up a fight, I got lost in the light",light
Got a couple little things I would like to say,say
Today is not your day,day
You should walk away,away
"But you won't listen, you just keep on",on
"Staring at the Sun, you won't see",see
"Needless to say, I keep in check",check
"She was a bad-bad, nevertheless (yeah)",yeah
"Callin' it quits now, baby, I'm a wreck (wreck)",wreck
"Crash at my place, baby, you're a wreck (wreck)",wreck
"Needless to say, I'm keepin' in check",check
"She was a bad-bad, nevertheless",nevertheless
"Callin' it quits now, baby, I'm a wreck",wreck
"Crash at my place, baby, you're a wreck",wreck
"Thinkin' in a bad way, losin' your grip",grip
"Screamin' at my face, baby, don't trip",trip
"Someone took a big L, don't know how that felt",felt
"Lookin' at you sideways, party on tilt",tilt
Some things you just can't refuse,refuse
She wanna ride me like a cruise,cruise
And I'm not tryna lose,lose
Then you're left in the dust,dust
Unless I stuck by ya,ya
You're a sunflower,sunflower
I think your love would be too much,much
Or you'll be left in the dust,dust
You're the sunflower,sunflower
Every time I'm leavin' on you,you
"You don't make it easy, no, no",no
Wish I could be there for you,you
Give me a reason to go,go
Every time I'm walkin' out,out
I can hear you tellin' me to turn around,around
Fightin' for my trust and you won't back down,down
"Even if we gotta risk it all right now, oh",oh
I know you're scared of the unknown (-known),known
You don't wanna be alone (alone),alone
I know I always come and go (and go),go
But it's out of my control,control
And you'll be left in the dust,dust
I just seen lil mama on Instagram and she flashin',flashing
"Don't care about your puppy, just that ass and them breasts",breasts
"Oh girl, you a model? Damn, I never would've guessed it",it
"And if you tryna throw out all them vibes, I'ma catch 'em",em
The lifestyle we live is just too dangerous,dangerous
"Paranoid, since I been leakin' my shit",shit
Wonder if it'll come out on the web,web
And I can't help all these bitches on my dick,dick
Taking the photo and posting that shit,shit
Coming home late and I crawl into bed,bed
"She always be askin' me, ""Where have you been?""",been
The world has gone to shit and we all know that,that
"People freakin' out like, ""Hit the Prozac""",prozac
Leon DeChino shorts got all the blogs mad,mad
"Well, fuck the internet and you can quote that, whoa",whoa
"Instalove, well if ignorance is bliss, then don't wake me up",up
And I'll probably be the last to know,know
'Cause I don't get on the internet no more,more
Me and Kurt feel the same,same
Too much pleasure is pain,pain
My girl spites me in vain,vain
All I do is complain,complain
She needs something to change,change
Need to take off the e-e-edge,eeedge
So fuck it all tonight,tonight
And don't tell me to shut up,up
When you know you talk too much,much
But you don't got shit to say (say),say
I want you out of my head,head
I want you out of my bedroom tonight (bedroom),bedroom
There's no way I could save you (save you),you
'Cause I need to be saved too,too
I'm no good at goodbyes,goodbyes
We're both actin' insane,insane
But too stubborn to change,change
Now I'm drinkin' again,again
80 proof in my veins,veins
And my fingertips stained,stained
Looking over the e-e-edge,eeedge
Don't fuck with me tonight,tonight
"Say you needed this heart, then you got it (got it)",it
Turns out that it wasn't what you wanted (wanted),wanted
And we wouldn't let go and we lost it,it
Now I'm a goner,goner
I want you out of my head (head),head
'Cause I need to be saved too (saved too),too
I want you out of my life,life
I want you back here tonight,tonight
"I'm tryna cut you, no knife",knife
I wanna slice you and dice you,you
My argue possessive,possessive
It got you precise,precise
Can you not turn off the TV?,tv
I'm watchin' a fight,fight
I flood the garage,garage
"Blue diamond, no shark",shark
Your Barbie life doll,doll
Is Nicki Minaj,minaj
You don't need a key to drive,drive
Your car on the charger,charger
I just wanna see the side (yeah),yeah
The one that's unbothered,unbothered
And I don't want you to never go outside (outside),outside
"I promise if they play, my nigga slidin' (slidin')",sliding
"I'm fuckin' her, and the tour bus still ridin' (ridin')",riding
"Yeah, yeah, yeah, yeah, yeah",yeah
I want you out of my head (out of my head),head
I want you out of my bedroom tonight,tonight
"Goodbye, goodbye, goodbye",goodbye
"It's what it is, it's how I live",live
All the places I've been,been
I wish I could've been there myself,myself
"I made so much, spent so much",much
And I can't get enough,enough
Your second cousin lives in Orlando (Orlando),orlando
And yeah I just finished a show,show
People shoving shots down their damn throats,throats
"Some selling ""Yes"", but I'm gonna say no (Gonna say no)",no
And I can't get enough (Can't get enough),enough
All of this American dreaming,dreaming
Everybody sick of believing,believing
"Oh, let's not give a fuck, chill",chill
Giving a fuck has no meaning,meaning
"Oh, I'm sick of believing",believing
Giving a fuck has no meaning (Oh),oh
"Our love, will never be another",another
You're just a devil undercover,undercover
Found you when you were in the gutter,gutter
Shit was sweet until I was a sucker,sucker
Shout out Jonas Brothers,brothers
I learned more than I cared to discover,discover
Don't you know that I'm more than a come up,up
You act up then act like it's nothing,nothing
"Sold your soul, you Stone Cold, you a Stunner",stunner
"Every time you left, shit was never right",right
In another bed every single night,night
"Had it to a science, you were so precise",precise
"See it in your eyes, saw you in the light",light
